flux-corrected-1  | 2026-08-07T13:29:01.519582734Z Picked up JAVA_TOOL_OPTIONS: -Xms512m -Xmx2g -XX:+UseG1GC
flux-corrected-1  | 2026-08-07T13:29:20.036406975Z 2026-08-07 22:29:20.035  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u42-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6074
flux-corrected-1  | 2026-08-07T13:29:20.038253272Z 2026-08-07 22:29:20.037  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u110-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=5612
flux-corrected-1  | 2026-08-07T13:29:20.039308918Z 2026-08-07 22:29:20.038  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u10-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6196
flux-corrected-1  | 2026-08-07T13:29:20.039524538Z 2026-08-07 22:29:20.039  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u106-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=5680
flux-corrected-1  | 2026-08-07T13:29:20.039773402Z 2026-08-07 22:29:20.039  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u114-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=5612
flux-corrected-1  | 2026-08-07T13:29:20.046082069Z 2026-08-07 22:29:20.045  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u50-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6079
flux-corrected-1  | 2026-08-07T13:29:20.436620612Z 2026-08-07 22:29:20.435  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u68-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6289
flux-corrected-1  | 2026-08-07T13:29:20.437209019Z 2026-08-07 22:29:20.436  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u112-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6004
flux-corrected-1  | 2026-08-07T13:29:20.441868305Z 2026-08-07 22:29:20.440  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u108-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6011
flux-corrected-1  | 2026-08-07T13:29:20.444165506Z 2026-08-07 22:29:20.443  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u52-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6481
flux-corrected-1  | 2026-08-07T13:29:20.530745451Z 2026-08-07 22:29:20.529  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u124-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=5794
flux-corrected-1  | 2026-08-07T13:29:20.535342940Z 2026-08-07 22:29:20.534  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u64-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6389
flux-corrected-1  | 2026-08-07T13:29:20.540601757Z 2026-08-07 22:29:20.539  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u115-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6115
flux-corrected-1  | 2026-08-07T13:29:20.634046688Z 2026-08-07 22:29:20.633  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u104-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6207
flux-corrected-1  | 2026-08-07T13:29:20.634139149Z 2026-08-07 22:29:20.633  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u96-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6274
flux-corrected-1  | 2026-08-07T13:29:20.636135673Z 2026-08-07 22:29:20.635  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u100-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6275
flux-corrected-1  | 2026-08-07T13:29:20.636537804Z 2026-08-07 22:29:20.636  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u92-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6287
flux-corrected-1  | 2026-08-07T13:29:20.636716259Z 2026-08-07 22:29:20.636  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u84-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6291
flux-corrected-1  | 2026-08-07T13:29:20.740041642Z 2026-08-07 22:29:20.739  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u79-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6493
flux-corrected-1  | 2026-08-07T13:29:20.745706099Z 2026-08-07 22:29:20.744  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u147-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6013
flux-corrected-1  | 2026-08-07T13:29:20.745755122Z 2026-08-07 22:29:20.744  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u87-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6494
flux-corrected-1  | 2026-08-07T13:29:20.745796160Z 2026-08-07 22:29:20.745  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u103-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6487
flux-corrected-1  | 2026-08-07T13:29:20.745799190Z 2026-08-07 22:29:20.745  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u143-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6016
flux-corrected-1  | 2026-08-07T13:29:21.026237958Z 2026-08-07 22:29:21.025  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u98-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6673
flux-corrected-1  | 2026-08-07T13:29:21.134146977Z 2026-08-07 22:29:21.133  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u109-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6883
flux-corrected-1  | 2026-08-07T13:29:21.136866061Z 2026-08-07 22:29:21.135  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u102-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6779
flux-corrected-1  | 2026-08-07T13:29:21.138944241Z 2026-08-07 22:29:21.138  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u130-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6489
flux-corrected-1  | 2026-08-07T13:29:21.144581038Z 2026-08-07 22:29:21.138  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u134-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6412
flux-corrected-1  | 2026-08-07T13:29:21.144631148Z 2026-08-07 22:29:21.139  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u94-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6793
flux-corrected-1  | 2026-08-07T13:29:21.144635946Z 2026-08-07 22:29:21.139  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u170-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6286
flux-corrected-1  | 2026-08-07T13:29:21.144639078Z 2026-08-07 22:29:21.141  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u166-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6290
flux-corrected-1  | 2026-08-07T13:29:21.144642178Z 2026-08-07 22:29:21.142  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u125-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6697
flux-corrected-1  | 2026-08-07T13:29:21.147983183Z 2026-08-07 22:29:21.147  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u86-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6811
flux-corrected-1  | 2026-08-07T13:29:21.229179836Z 2026-08-07 22:29:21.228  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u33-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7266
flux-corrected-1  | 2026-08-07T13:29:21.229659261Z 2026-08-07 22:29:21.228  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u82-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6895
flux-corrected-1  | 2026-08-07T13:29:21.232459312Z 2026-08-07 22:29:21.231  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u153-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6484
flux-corrected-1  | 2026-08-07T13:29:21.233402761Z 2026-08-07 22:29:21.233  INFO 1 --- [or-http-epoll-2] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u138-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6503
flux-corrected-1  | 2026-08-07T13:29:21.239761182Z 2026-08-07 22:29:21.239  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u89-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7004
flux-corrected-1  | 2026-08-07T13:29:21.241940716Z 2026-08-07 22:29:21.241  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u133-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6704
flux-corrected-1  | 2026-08-07T13:29:21.242905256Z 2026-08-07 22:29:21.242  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u129-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6794
flux-corrected-1  | 2026-08-07T13:29:21.243270579Z 2026-08-07 22:29:21.242  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u53-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7210
flux-corrected-1  | 2026-08-07T13:29:21.244741827Z 2026-08-07 22:29:21.243  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u77-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7014
flux-corrected-1  | 2026-08-07T13:29:21.245948451Z 2026-08-07 22:29:21.244  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u149-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6584
flux-corrected-1  | 2026-08-07T13:29:21.247031450Z 2026-08-07 22:29:21.246  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u81-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7015
flux-corrected-1  | 2026-08-07T13:29:21.247751785Z 2026-08-07 22:29:21.247  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u137-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6619
flux-corrected-1  | 2026-08-07T13:29:21.328811068Z 2026-08-07 22:29:21.327  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u29-f2 method=POST path=/game/face status=200 signal=onComplete latencyMs=6078
flux-corrected-1  | 2026-08-07T13:29:21.329146689Z 2026-08-07 22:29:21.328  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u93-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7091
flux-corrected-1  | 2026-08-07T13:29:21.329925906Z 2026-08-07 22:29:21.329  INFO 1 --- [or-http-epoll-1] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u49-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7300
flux-corrected-1  | 2026-08-07T13:29:21.443749957Z 2026-08-07 22:29:21.443  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u59-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7319
flux-corrected-1  | 2026-08-07T13:29:21.446053492Z 2026-08-07 22:29:21.445  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u99-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7190
flux-corrected-1  | 2026-08-07T13:29:21.525546157Z 2026-08-07 22:29:21.525  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u140-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6773
flux-corrected-1  | 2026-08-07T13:29:21.525828349Z 2026-08-07 22:29:21.525  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u120-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6791
flux-corrected-1  | 2026-08-07T13:29:21.529286258Z 2026-08-07 22:29:21.525  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u71-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7396
flux-corrected-1  | 2026-08-07T13:29:21.530939716Z 2026-08-07 22:29:21.530  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u171-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6786
flux-corrected-1  | 2026-08-07T13:29:21.534846168Z 2026-08-07 22:29:21.533  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u75-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7292
flux-corrected-1  | 2026-08-07T13:29:21.536062152Z 2026-08-07 22:29:21.535  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u95-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7282
flux-corrected-1  | 2026-08-07T13:29:21.540781219Z 2026-08-07 22:29:21.540  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u136-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6790
flux-corrected-1  | 2026-08-07T13:29:21.545816628Z 2026-08-07 22:29:21.542  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u35-f2 method=POST path=/game/face status=200 signal=onComplete latencyMs=6294
flux-corrected-1  | 2026-08-07T13:29:21.545883392Z 2026-08-07 22:29:21.543  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u15-f2 method=POST path=/game/face status=200 signal=onComplete latencyMs=6301
flux-corrected-1  | 2026-08-07T13:29:21.545886897Z 2026-08-07 22:29:21.543  INFO 1 --- [or-http-epoll-3] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u151-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6811
flux-corrected-1  | 2026-08-07T13:29:21.637703176Z 2026-08-07 22:29:21.637  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u168-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6773
flux-corrected-1  | 2026-08-07T13:29:21.638052988Z 2026-08-07 22:29:21.637  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u152-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6780
flux-corrected-1  | 2026-08-07T13:29:21.725148314Z 2026-08-07 22:29:21.724  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u48-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=7765
flux-corrected-1  | 2026-08-07T13:29:21.725217407Z 2026-08-07 22:29:21.724  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u196-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6477
flux-corrected-1  | 2026-08-07T13:29:21.725812979Z 2026-08-07 22:29:21.725  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u144-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6874
flux-corrected-1  | 2026-08-07T13:29:21.729707597Z 2026-08-07 22:29:21.729  INFO 1 --- [or-http-epoll-4] c.e.d.c.ExperimentRequestLoggingFilter   : experiment_request runId=SINK-C400-Q3-SERIALIZED-R1 requestId=SINK-C400-Q3-SERIALIZED-R1-u176-f1 method=POST path=/game/face status=200 signal=onComplete latencyMs=6582
